armenia1,46.000,39.000,46.250,39.167
armenia2,46.000,39.167,46.250,39.333
armenia3,46.000,39.333,46.250,39.500
armenia4,46.250,39.000,46.500,39.167
armenia5,46.250,39.167,46.500,39.333
armenia6,46.250,39.333,46.500,39.500
